year,person_id,person_label,betweenness,degree,closeness,clustering,btw_proj,deg_proj,origin,origin_detail,origin_rule,max_board,bcp_scaled,bcp_log,bc_scaled,bc_count,bc_log,degree_z,closeness_z,clustering_z,max_board_z,deg_proj_z
1932,P00001,Abdel Hadi Mohamed,0.0,1,0.1043749221409308,0.0,0.0,9,arab_egyptian,muslim_egyptian,particle,10,0.0,0.0,0.0,0,0.0,-0.6664371556109442,0.4471681327725405,-0.28742661187101687,1.851694185585307,0.9850260416119491
1932,P00002,Badaoui,0.0,1,0.1043749221409308,0.0,0.0,9,arab_egyptian,muslim_egyptian,given:badaoui,10,0.0,0.0,0.0,0,0.0,-0.6664371556109442,0.4471681327725405,-0.28742661187101687,1.851694185585307,0.9850260416119491
1932,P00003,Abaza,0.0,1,0.005278592375366569,0.0,0.0,2,arab_egyptian,muslim_egyptian,surname:abaza,3,0.0,0.0,0.0,0,0.0,-0.6664371556109442,-1.4348047880955908,-0.28742661187101687,-0.6018006103152249,-0.548308202183994
1932,P00004,Abdy Richard,0.020230567849524796,4,0.13774326846174353,0.10204081632653061,0.016884214797196002,13,european,british,surname:abdy,7,16.884214797196,2.8839184688786728,20.230567849524796,20,3.0554420228621573,0.9230154605211575,1.0808780223162153,0.2795775512428389,0.8001964159136505,1.8612170380667736
1932,P00005,Adda Abram,0.009391493164705856,2,0.10695359668794205,0.0,0.009223958873237272,5,local_minority,jewish,surname:adda,4,9.223958873237272,2.324733875056399,9.391493164705855,9,2.340987506499346,-0.13661961690024363,0.49614063943033465,-0.28742661187101687,-0.25130135375800605,0.10883504515712447
1932,P00006,Adda César V,0.00022103360452810968,2,0.09267131211493448,0.6666666666666666,0.0,3,local_minority,jewish,surname:adda,4,0.0,0.0,0.2210336045281097,0,0.19969771688588456,-0.13661961690024363,0.22490079757018488,3.4170005871395075,-0.25130135375800605,-0.32926045307028784
1932,P00007,Adda Fernand C.A,0.00022103360452810968,2,0.09267131211493448,0.6666666666666666,0.0,3,local_minority,jewish,surname:adda,4,0.0,0.0,0.2210336045281097,0,0.19969771688588456,-0.13661961690024363,0.22490079757018488,3.4170005871395075,-0.25130135375800605,-0.32926045307028784
1932,P00008,Adda Joseph A,0.049394241831814956,7,0.11478605705145295,0.038461538461538464,0.03166703757689807,7,local_minority,jewish,surname:adda,4,31.667037576898075,3.4863665443328404,49.39424183181495,49,3.9198769191816156,2.5124680766532594,0.6448896227960411,-0.07370965808194815,-0.25130135375800605,0.5469305433845367
1932,P00009,Adly Yeghen,0.0,1,0.12057103074900627,0.0,0.0,5,unknown,,unmatched,6,0.0,0.0,0.0,0,0.0,-0.6664371556109442,0.7547540736035119,-0.28742661187101687,0.4496971593564316,0.10883504515712447
1932,P00010,Aghion Max César,0.0,1,0.002932551319648094,0.0,0.0,0,local_minority,jewish,surname:aghion,1,0.0,0.0,0.0,0,0.0,-0.6664371556109442,-1.4793592710774754,-0.28742661187101687,-1.3027991234296625,-0.9864037004114063
1932,P00011,Aghion Gustave,0.0,1,0.12786294962693492,0.0,0.0,9,local_minority,jewish,surname:aghion,11,0.0,0.0,0.0,0,0.0,-0.6664371556109442,0.8932374453075327,-0.28742661187101687,2.202193442142526,0.9850260416119491
1932,P00012,Aghion Is. Jacques,0.012234890059626986,2,0.10307319408701897,0.0,0.01122966627446094,4,local_minority,jewish,surname:aghion,3,11.22966627446094,2.503864661874682,12.234890059626986,12,2.5828565288540064,-0.13661961690024363,0.42244656181636014,-0.28742661187101687,-0.6018006103152249,-0.11021270395658168
1932,P00013,Aghion Maurice,1.7250301880282906e-05,2,0.005865102639296188,0.0,0.0,0,local_minority,jewish,surname:aghion,1,0.0,0.0,0.017250301880282905,0,0.017103204660771264,-0.13661961690024363,-1.4236661673501196,-0.28742661187101687,-1.3027991234296625,-0.9864037004114063
1932,P00014,Ahmed Midhat Yeghen,0.0042780748663101605,2,0.09860147200081423,0.0,0.0,3,arab_egyptian,muslim_egyptian,given:ahmed,5,0.0,0.0,4.278074866310161,4,1.663561422578895,-0.13661961690024363,0.3375225298588246,-0.28742661187101687,0.09919790279921278,-0.32926045307028784
1932,P00015,Abboud,0.027028190234726125,6,0.11435290211918331,0.07142857142857142,0.00553936643592372,2,arab_egyptian,muslim_egyptian,surname:abboud,2,5.5393664359237205,1.8778402855353769,27.028190234726125,27,3.333210797795305,1.9826505379425585,0.6366634265786791,0.10947630230868215,-0.9522998668724437,-0.548308202183994
